TextId,Translated,Original
ending0401_f line Text12,"that this is just a drop in the bucket, and is only the beginning.",这微不足道的成就，仅仅只是改变世道的开始。
ending0401_f line Text13,"No matter how high evil goes, justice must rise higher.",魔高一尺，道便需高它一丈，
ending0401_f line Text14,Even if before her lays judgement and hatred from other Xia.,纵使前路将充斥侠者的独断专行，旁人的怨恨非议，
ending0401_f line Text15,She will do everything to follow her beliefs and protect those she cares about.,她也将贯彻她所相信的一切，不计代价，守护珍视的人们。
ending0401_m title,Bloody Swallow on the Roof,梁上血燕
ending0401_m line Text01,From the moment she realized that unrealistic ideals could not save the world,从她明白虚幻的理想，无法拯救世道的那一刻起，
ending0401_m line Text02,she decided to walk down this dark path.,她便决心要走上这条注定灰暗的道路。
ending0401_m line Text03,"For the months after she and Master Duan lead the others to leave the pavillion,",在她和段师父率领众人离开侠隐阁后，
ending0401_m line Text04,corrupt officials and criminals were constantly found dead in ther homes.,数月之间，关中境内欺压乡里，鱼肉百姓的官吏豪绅，接连横死宅院，
ending0401_m line Text05,Investigations from the government bore no fruit.,官府持续追查，始终未果，
ending0401_m line Text06,All kinds of schemes and mishandled cases from officials,各种意欲诬指当地百姓，草草结案的企图，
ending0401_m line Text07,were also met with mysterious deaths.,也在办案官员同受害者般，离奇身亡后，旋即消灭。
ending0401_m line Text08,"Newly appointed officials all turned to policies to help the people,",此后上任官吏，皆转而施行嘉惠百姓之德政，
ending0401_m line Text09,and pushed these unsolved mysteries to a higher level and refused to dig deeper.,将这一连串事件束之高阁，不再调查追究，
ending0401_m line Text10,"All along the region, for a moment everythign weas peaceful.",关陇一带，一时政通人和，百姓安泰。
ending0401_m line Text11,But that one Xia dressed in scarlet knows,但那位在黑夜中扫视府城的红衣侠女深知，
ending0401_m line Text12,"that this is just a drop in the bucket, and is only the beginning.",这微不足道的成就，仅仅只是改变世道的开始。
ending0401_m line Text13,"No matter how high evil goes, justice must rise higher.",魔高一尺，道便需高它一丈，
ending0401_m line Text14,Even if before her lays judgement and hatred from other Xia.,纵使前路将充斥侠者的独断专行，旁人的怨恨非议，
ending0401_m line Text15,She will do everything to follow her beliefs and protect those she cares about.,她也将贯彻她所相信的一切，不计代价，守护珍视的人们。
ending0402_f title,Radiant of the golden sun,金乌重光
ending0402_f line Text01,"The decline of the Zhong family didn't happen over night, nor it would have been easy to reverse by one person.",钟家衰败非一朝一夕，单凭一人，又怎能轻易回天挽日。
ending0402_f line Text02,"Because she know this well, she did not return to Sichuan immediately after leaving the Pavilion,",正因深知此点，离阁后，她并没有立即回到四川，
ending0402_f line Text03_1,"instead, she decided to walk this Jianghu with her own feet, and her sun-facing silhouette now appears in the Wulin.",而是决意以此身双足，踏于江湖之中，在武林中，出现一抹向阳身影。
ending0402_f line Text03,"""I'm still not mature enough... and such an amateur can't change anything.""",「我还不够成熟……这样的我，还不能改变什么。」
ending0402_f line Text04,"In the Sun Moon Villa, questions swept through like a flood, regardless of the lineage.",日月山庄，仍是不分嫡旁，如洪水猛兽般的质疑。
ending0402_f line Text05,"Zhong family elders' discrimination against the branch families, and Branch families' despise against the direct descendants... ",钟系长老对于旁系的歧视、旁系对于嫡系的鄙视……
ending0402_f line Text06,How long will it takes to scrape off this disrepect carved in the bones?,要花上多少岁月，才能将这深入血肉的睥睨轻视，削去一点？
ending0402_f line Text07,"Even if the calluses on her feet were ground flat, bleeding, she might not get an answer.",哪怕足茧磨平、踏出血来，也未能寻得解答。
ending0402_f line Text08,"Even so, she still believe that if she continued, one day this rock-solid stubbornness will eventually penetrated.",即便如此，她依旧深信，只要持续不懈，这盘石铁壁的固执，终有被凿穿的一日。
ending0402_f line Text09,"And this long journey, begins by her own feet.",而这长远的旅途，将始于自己足下。
ending0402_f line Text10,,
ending0402_f line Text11,"One day, you recieve her invitation to the Sun Moon Villa.",某日，你收到她的邀请，前往日月山庄一趟。
ending0402_f line Text12,"Deafenning drumbeats, swaying Sun and Moon flags,",振聋发聩的击鼓声、摇曳争辉的日月旗帜，
ending0402_f line Text13,"Disciples sourrounding the arena, everyone are excited to show off in the battles.",擂台四周聚集着嫡旁弟子，无不跃跃欲试，渴望于此战之中，展露头角。
ending0402_f line Text14,And you see her immediately from the sea of people.,你则在人海中，一眼便瞧见了那人的身影。
ending0402_f line Text15,"As if your heart are connected, she looks at you as well, and you see only smile in her gaze.",而像心有灵犀，她也朝你看去，眼中尽是笑意。
ending0402_f line Text16,"The surrounded crowd move back in the thunderous drumbeats, and she walk on the arena with steady steps.",击鼓雷鸣，四周人潮向后退去，她步履坚定，踏上擂台。
ending0402_f line Text17,"In your heart, you believe -- The Sun Moon Villa will have a new step forward.",你心下一定，深信着——日月山庄，即将迎来崭新的一步。
ending0402_f line Text18,Just like the warm sun after the storm.,如同雨后初晴，向阳和煦。
ending0402_m title,Radiant of the golden sun,金乌重光
ending0402_m line Text01,"The decline of the Zhong family didn't happen over night, nor it would have been easy to reverse by one person.",钟家衰败非一朝一夕，单凭一人，又怎能轻易回天挽日。
ending0402_m line Text02,"Because she know this well, she did not return to Sichuan immediately after leaving the Pavilion,",正因深知此点，离阁后，她并没有立即回到四川，
ending0402_m line Text03_1,"instead, she decided to walk this Jianghu with her own feet, and her sun-facing silhouette now appears in the Wulin.",而是决意以此身双足，踏于江湖之中，在武林中，出现一抹向阳身影。
ending0402_m line Text03,"""I'm still not mature enough... and such an amateur can't change anything.""",「我还不够成熟……这样的我，还不能改变什么。」
ending0402_m line Text04,"In the Sun Moon Villa, questions swept through like a flood, regardless of the lineage.",日月山庄，仍是不分嫡旁，如洪水猛兽般的质疑。
ending0402_m line Text05,"Zhong family elders' discrimination against the branch families, and Branch families' despise against the direct descendants... ",钟系长老对于旁系的歧视、旁系对于嫡系的鄙视……
ending0402_m line Text06,How long will it takes to scrape off this disrepect carved in the bones?,要花上多少岁月，才能将这深入血肉的睥睨轻视，削去一点？
ending0402_m line Text07,"Even if the calluses on her feet were ground flat, bleeding, she might not get an answer.",哪怕足茧磨平、踏出血来，也未能寻得解答。
ending0402_m line Text08,"Even so, she still believe that if she continued, one day this rock-solid stubbornness will eventually penetrated.",即便如此，她依旧深信，只要持续不懈，这盘石铁壁的固执，终有被凿穿的一日。
